"Format","AiM CSV File"
"Session","Sodegaura"
"Vehicle","RS660"
"Racer","Mao"
"Championship",""
"Comment","Ripa"
"Date","Saturday, April 25, 2026"
"Time","2:58 PM"
"Sample Rate","20"
"Duration","977.993"
"Segment","Session"
"Beacon Markers","303.381","388.57","473.951","562.23","649.566","733.329","818.162","977.993"
"Segment Times","5:03.381","1:25.189","1:25.381","1:28.279","1:27.336","1:23.763","1:24.833","2:39.831"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM dup 2","Throttle","Gear","Speed Rear","Lean Angle","Engine Brake"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","%","gear","km/h","deg","#"

"127.100","0.1075","12","0.0000","0.0000","-0.2348","107.3743","0.0000","138.9710","9.7000","0.1435","10000.0000","35.39472545","140.08812889","1500.2871","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.150","0.0509","12","0.0000","0.0000","-1.8677","-26.9952","0.0000","138.9677","9.6425","0.1415","10000.0000","35.39472555","140.08812880","1475.1000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.200","0.0509","12","0.0000","0.0000","1.2140","121.5048","0.0000","138.9628","9.6000","0.1417","10000.0000","35.39472558","140.08812880","1520.1000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.250","0.0509","12","0.0000","0.0000","1.8677","153.0048","0.0000","138.9566","9.6000","0.1300","10000.0000","35.39472552","140.08812880","1547.8199","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.300","0.0344","12","0.0000","0.0000","1.2607","103.2782","0.0000","138.9510","9.6000","0.1332","10000.0000","35.39472565","140.08812877","1496.8199","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.350","0.0293","12","0.0000","0.0000","2.3844","53.4479","0.0000","138.9602","9.6000","0.1343","10000.0000","35.39472566","140.08812865","1463.2800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.400","0.0089","12","0.0000","0.0000","0.7257","16.2667","0.0000","138.9675","9.6000","0.1300","10000.0000","35.39472566","140.08812865","1509.2800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.450","0.0745","12","0.0000","0.0000","15.2697","19.3916","0.0000","138.9604","9.5000","0.1400","10000.0000","35.39472570","140.08812858","1538.0900","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.500","0.0523","12","0.0000","0.0000","-4.4826","52.9151","0.0000","138.9498","9.5000","0.1400","10000.0000","35.39472577","140.08812859","1488.5900","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.550","0.0891","12","0.0000","0.0000","12.2708","2.5836","0.0000","138.9528","9.5000","0.1400","10000.0000","35.39472575","140.08812854","1444.4900","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.600","0.0727","12","0.0000","0.0000","-8.8963","-50.7868","0.0000","138.9550","9.5000","0.1400","10000.0000","35.39472574","140.08812851","1424.9900","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.650","0.0843","12","0.0000","0.0000","-29.6495","0.5812","0.0000","138.9258","9.5000","0.1370","10000.0000","35.39472581","140.08812853","1411.2500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.700","0.0574","12","0.0000","0.0000","-24.6307","73.6844","0.0000","138.9256","9.4675","0.1130","10000.0000","35.39472585","140.08812846","1423.7500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.750","0.1311","12","0.0000","0.0000","5.9762","-129.5705","0.0000","138.9403","9.4000","0.1400","10000.0000","35.39472583","140.08812840","1429.5446","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.800","0.1107","12","0.0000","0.0000","0.2352","-141.7822","0.0000","138.9382","9.4000","0.1482","10000.0000","35.39472585","140.08812843","1404.7921","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.850","0.1059","12","0.0000","0.0000","-8.4511","132.2637","0.0000","138.9373","9.4000","0.1300","10000.0000","35.39472585","140.08812845","1387.9200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.900","0.0543","12","0.0000","0.0000","-7.3209","55.4690","0.0000","138.9373","9.4000","0.1365","10000.0000","35.39472585","140.08812845","1412.4200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"127.950","0.0507","12","0.0000","0.0000","-1.9966","-32.7673","0.0000","138.9400","9.4000","0.1385","10000.0000","35.39472590","140.08812836","1436.1200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.000","0.0882","12","0.0000","0.0000","-0.4131","-7.5507","0.0000","138.9421","9.4000","0.1465","10000.0000","35.39472593","140.08812829","1455.6200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.050","0.0387","12","0.0000","0.0000","-38.4550","-37.6521","0.0000","138.9235","9.3000","0.1385","10000.0000","35.39472593","140.08812831","1466.5601","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.100","0.1009","12","0.0000","0.0000","-28.3735","174.4151","0.0000","138.9075","9.3000","0.1233","10000.0000","35.39472593","140.08812832","1432.5601","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.150","0.1431","12","0.0000","0.0000","-12.4617","50.2179","0.0000","138.9172","9.3000","0.1357","10000.0000","35.39472600","140.08812827","1414.3199","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.200","0.1338","12","0.0000","0.0000","-1.1716","5.6105","0.0000","138.9200","9.3000","0.1482","10000.0000","35.39472607","140.08812831","1478.8199","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.250","0.0525","13","0.0000","0.0000","-4.0928","-20.1592","0.0000","138.9177","9.3000","0.1400","10000.0000","35.39472609","140.08812817","1526.5200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.300","0.0689","13","0.0000","0.0000","-13.7563","63.5188","0.0000","138.9166","9.2675","0.1367","10000.0000","35.39472609","140.08812825","1486.0200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.350","0.1118","13","0.0000","0.0000","22.3978","-0.8161","0.0000","138.9370","9.2000","0.1300","10000.0000","35.39472609","140.08812814","1452.2400","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.400","0.1151","13","0.0000","0.0000","30.0229","-56.5859","0.0000","138.9516","9.2000","0.1217","10000.0000","35.39472609","140.08812813","1453.7400","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.450","0.0767","13","0.0000","0.0000","33.0390","5.5349","0.0000","138.9403","9.2000","0.1392","10000.0000","35.39472616","140.08812815","1453.8911","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.500","0.1601","13","0.0000","0.0000","2.1931","74.8061","0.0000","138.9241","9.2000","0.1300","10000.0000","35.39472623","140.08812817","1446.9604","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.550","0.1368","13","0.0000","0.0000","-7.5881","58.2984","0.0000","138.9124","9.2000","0.1415","10000.0000","35.39472623","140.08812818","1438.1300","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.600","0.0561","13","0.0000","0.0000","-0.2308","34.9182","0.0000","138.9129","9.2000","0.1500","10000.0000","35.39472632","140.08812825","1417.6300","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.650","0.0047","13","0.0000","0.0000","1.1987","-4.3333","0.0000","138.9186","9.1925","0.1485","10000.0000","35.39472630","140.08812817","1403.5000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.700","0.0791","13","0.0000","0.0000","16.4321","-72.4215","0.0000","138.9233","9.1000","0.1300","10000.0000","35.39472631","140.08812807","1428.5000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.750","0.0691","13","0.0000","0.0000","-10.7528","-6.8186","0.0000","138.9133","9.1000","0.1357","10000.0000","35.39472645","140.08812808","1446.0100","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.800","0.1424","13","0.0000","0.0000","-8.2259","70.6340","0.0000","138.9157","9.1000","0.1400","10000.0000","35.39472643","140.08812811","1417.5100","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.850","0.0842","13","0.0000","0.0000","17.1839","102.8189","0.0000","138.9177","9.1000","0.1300","10000.0000","35.39472642","140.08812811","1394.9600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.900","0.1079","13","0.0000","0.0000","1.7738","39.5340","0.0000","138.9213","9.1000","0.1300","10000.0000","35.39472643","140.08812808","1408.9600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"128.950","0.0265","13","0.0000","0.0000","6.7928","-24.5553","0.0000","138.9191","9.1000","0.1415","10000.0000","35.39472652","140.08812808","1417.0800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.000","0.0840","13","0.0000","0.0000","1.8781","27.1220","0.0000","138.9120","9.1000","0.1583","10000.0000","35.39472657","140.08812812","1389.0800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.050","0.0371","13","0.0000","0.0000","-36.1115","-57.6806","0.0000","138.9110","9.0000","0.1392","10000.0000","35.39472657","140.08812797","1365.5601","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.100","0.0605","13","0.0000","0.0000","-8.9703","-83.4077","0.0000","138.9110","9.0000","0.1300","10000.0000","35.39472657","140.08812797","1369.5601","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.150","0.0997","13","0.0000","0.0000","-18.0545","12.1331","0.0000","138.9044","9.0000","0.1300","10000.0000","35.39472661","140.08812798","1379.6534","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.200","0.0619","13","0.0000","0.0000","-4.5796","-8.7675","0.0000","138.8995","9.0000","0.1465","10000.0000","35.39472665","140.08812798","1427.1782","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.250","0.1969","13","0.0000","0.0000","-2.4677","-90.2677","0.0000","138.9056","9.0000","0.1308","10000.0000","35.39472661","140.08812790","1464.5000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.300","0.1365","13","0.0000","0.0000","13.6028","-53.0039","0.0000","138.9164","9.0000","0.1367","10000.0000","35.39472657","140.08812791","1427.0000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.350","0.1969","13","0.0000","0.0000","0.7108","103.5606","0.0000","138.9105","9.0000","0.1300","10000.0000","35.39472662","140.08812802","1397.2400","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.400","0.1026","13","0.0000","0.0000","-9.2448","85.4886","0.0000","138.9006","8.9175","0.1300","10000.0000","35.39472664","140.08812799","1424.2400","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.450","0.0060","13","0.0000","0.0000","1.2381","1.5723","0.0000","138.9102","8.9000","0.1507","10000.0000","35.39472668","140.08812791","1445.9600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.500","0.0543","13","0.0000","0.0000","11.1427","14.1506","0.0000","138.9055","8.9000","0.1600","10000.0000","35.39472661","140.08812800","1428.9600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.550","0.0293","13","0.0000","0.0000","-1.3090","-84.5968","0.0000","138.9081","8.9000","0.1600","10000.0000","35.39472665","140.08812790","1421.6200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.600","0.0386","13","0.0000","0.0000","-29.5984","122.7532","0.0000","138.9058","8.9000","0.1517","10000.0000","35.39472663","140.08812790","1485.1200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.650","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","138.8995","8.9000","0.1400","10000.0000","35.39472676","140.08812790","1535.3600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.700","0.0351","13","0.0000","0.0000","-2.3316","35.3685","0.0000","138.9007","8.9000","0.1367","10000.0000","35.39472671","140.08812785","1488.3600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.750","0.0459","13","0.0000","0.0000","-3.0491","46.2511","0.0000","138.8933","8.9000","0.1415","10000.0000","35.39472669","140.08812791","1446.8800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.800","0.0664","13","0.0000","0.0000","-11.3790","134.3228","0.0000","138.8976","8.8175","0.1500","10000.0000","35.39472666","140.08812784","1445.8800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.850","0.1154","13","0.0000","0.0000","-18.0789","48.3234","0.0000","138.8929","8.8000","0.1500","10000.0000","35.39472670","140.08812791","1444.7030","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.900","0.0909","13","0.0000","0.0000","-10.8497","18.5549","0.0000","138.8837","8.8000","0.1435","10000.0000","35.39472682","140.08812790","1442.2278","0.0000","0.0000","0.0000","-0.0001","1.0000"
"129.950","0.0463","13","0.0000","0.0000","-10.9181","-43.6131","0.0000","138.8789","8.8000","0.1243","10000.0000","35.39472684","140.08812785","1438.9500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.000","0.0805","13","0.0000","0.0000","-14.7019","121.0493","0.0000","138.8951","8.8000","0.1365","10000.0000","35.39472678","140.08812777","1428.4500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.050","0.1096","13","0.0000","0.0000","-7.0554","124.5217","0.0000","138.8883","8.8000","0.1308","10000.0000","35.39472673","140.08812783","1419.9000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.100","0.1163","13","0.0000","0.0000","4.1114","-32.7295","0.0000","138.8999","8.8000","0.1367","10000.0000","35.39472683","140.08812773","1428.9000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.150","0.1061","13","0.0000","0.0000","-9.2321","-56.7519","0.0000","138.8882","8.8000","0.1300","10000.0000","35.39472683","140.08812764","1433.7500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.200","0.0873","13","0.0000","0.0000","-16.7755","-40.4145","0.0000","138.8903","8.7175","0.1300","10000.0000","35.39472691","140.08812761","1401.2500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.250","0.0969","13","0.0000","0.0000","1.4707","90.7927","0.0000","138.8860","8.7000","0.1300","10000.0000","35.39472695","140.08812769","1370.7000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.300","0.0665","13","0.0000","0.0000","-17.6924","51.6520","0.0000","138.8870","8.7000","0.1365","10000.0000","35.39472698","140.08812754","1357.7000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.350","0.1015","13","0.0000","0.0000","-2.2297","36.5349","0.0000","138.8845","8.7000","0.1500","10000.0000","35.39472701","140.08812759","1355.8500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.400","0.0438","13","0.0000","0.0000","-31.3089","156.2962","0.0000","138.8751","8.7000","0.1335","10000.0000","35.39472693","140.08812763","1454.3500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.450","0.0745","13","0.0000","0.0000","10.0324","-90.4869","0.0000","138.8904","8.7000","0.1308","10000.0000","35.39472693","140.08812747","1539.0500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.500","0.0496","13","0.0000","0.0000","-3.9247","20.6065","0.0000","138.8871","8.7000","0.1400","10000.0000","35.39472706","140.08812755","1499.5500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.550","0.1684","13","0.0000","0.0000","-6.5574","77.6836","0.0000","138.8797","8.7000","0.1343","10000.0000","35.39472704","140.08812760","1464.8500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.600","0.0315","13","0.0000","0.0000","-0.4337","15.4416","0.0000","138.8743","8.7000","0.1217","10000.0000","35.39472712","140.08812751","1473.3500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.650","0.1905","13","0.0000","0.0000","-15.8499","-67.1298","0.0000","138.8678","8.6000","0.1300","10000.0000","35.39472718","140.08812742","1478.5248","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.700","0.1080","13","0.0000","0.0000","-15.1438","-103.3750","0.0000","138.8746","8.6000","0.1300","10000.0000","35.39472714","140.08812741","1453.7722","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.750","0.0666","13","0.0000","0.0000","-24.5688","-7.0473","0.0000","138.8738","8.6000","0.1357","10000.0000","35.39472721","140.08812746","1430.8000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.800","0.0727","13","0.0000","0.0000","-15.4606","47.9798","0.0000","138.8833","8.6000","0.1482","10000.0000","35.39472719","140.08812742","1428.3000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.850","0.0097","13","0.0000","0.0000","0.8608","11.0245","0.0000","138.8736","8.6000","0.1400","10000.0000","35.39472725","140.08812742","1429.0800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.900","0.1298","13","0.0000","0.0000","6.1006","127.2967","0.0000","138.8806","8.6000","0.1367","10000.0000","35.39472725","140.08812743","1467.5800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"130.950","0.1173","13","0.0000","0.0000","-6.2790","99.2897","0.0000","138.8693","8.6000","0.1300","10000.0000","35.39472733","140.08812741","1501.3199","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.000","0.1080","13","0.0000","0.0000","8.5071","159.1920","0.0000","138.8811","8.6000","0.1465","10000.0000","35.39472721","140.08812739","1480.3199","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.050","0.0801","13","0.0000","0.0000","33.1188","-1.7051","0.0000","138.8939","8.5925","0.1308","10000.0000","35.39472735","140.08812725","1462.1600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.100","0.1566","13","0.0000","0.0000","-0.4310","-18.6362","0.0000","138.8759","8.5000","0.1433","10000.0000","35.39472742","140.08812729","1476.6600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.150","0.1312","13","0.0000","0.0000","-17.4069","26.2437","0.0000","138.8541","8.5000","0.1500","10000.0000","35.39472749","140.08812737","1492.0594","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.200","0.1199","13","0.0000","0.0000","-18.0927","72.9565","0.0000","138.8592","8.5000","0.1335","10000.0000","35.39472755","140.08812743","1517.8020","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.250","0.0531","13","0.0000","0.0000","4.7397","75.8226","0.0000","138.8674","8.5000","0.1315","10000.0000","35.39472752","140.08812736","1539.7800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.300","0.0874","12","0.0000","0.0000","7.3945","-139.2446","0.0000","138.8780","8.5000","0.1500","10000.0000","35.39472745","140.08812735","1502.7800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.350","0.1087","13","0.0000","0.0000","-13.9548","-157.2702","0.0000","138.8615","8.5000","0.1443","10000.0000","35.39472749","140.08812736","1469.6801","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.400","0.0199","13","0.0000","0.0000","-3.9526","-28.8346","0.0000","138.8536","8.5000","0.1235","10000.0000","35.39472749","140.08812730","1497.6801","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.450","0.0393","13","0.0000","0.0000","31.9259","6.1632","0.0000","138.8643","8.5000","0.1300","10000.0000","35.39472754","140.08812721","1520.5500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.500","0.0543","13","0.0000","0.0000","-7.3209","55.4690","0.0000","138.8524","8.4675","0.1332","10000.0000","35.39472765","140.08812728","1463.0500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.550","0.0902","13","0.0000","0.0000","2.0601","-43.8504","0.0000","138.8628","8.4000","0.1343","10000.0000","35.39472766","140.08812717","1410.3800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.600","0.0275","13","0.0000","0.0000","0.6270","-13.3458","0.0000","138.8651","8.4000","0.1300","10000.0000","35.39472764","140.08812713","1433.3800","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.650","0.0076","13","0.0000","0.0000","0.1401","11.4754","0.0000","138.8638","8.4000","0.1400","10000.0000","35.39472775","140.08812707","1457.3101","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.700","0.0804","13","0.0000","0.0000","-10.2423","161.7782","0.0000","138.8515","8.4000","0.1400","10000.0000","35.39472773","140.08812713","1495.8101","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.750","0.0446","13","0.0000","0.0000","-46.2588","81.5263","0.0000","138.8407","8.4000","0.1400","10000.0000","35.39472780","140.08812709","1529.6000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.800","0.0683","13","0.0000","0.0000","-38.7006","150.0298","0.0000","138.8505","8.4000","0.1482","10000.0000","35.39472773","140.08812714","1489.6000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.850","0.1460","13","0.0000","0.0000","-2.3972","-93.6888","0.0000","138.8592","8.4000","0.1315","10000.0000","35.39472779","140.08812699","1454.1899","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.900","0.0586","13","0.0000","0.0000","12.3411","-127.3047","0.0000","138.8697","8.4000","0.1468","10000.0000","35.39472776","140.08812696","1490.6899","0.0000","0.0000","0.0000","-0.0001","1.0000"
"131.950","0.1095","13","0.0000","0.0000","-11.8639","-43.8623","0.0000","138.8528","8.4000","0.1343","10000.0000","35.39472788","140.08812692","1522.0000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.000","0.1206","13","0.0000","0.0000","-23.3403","-44.3946","0.0000","138.8354","8.3175","0.1300","10000.0000","35.39472794","140.08812688","1472.0000","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.050","0.0393","12","0.0000","0.0000","-34.8967","-61.3109","0.0000","138.8419","8.3000","0.1315","10000.0000","35.39472790","140.08812693","1427.3101","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.100","0.0709","12","0.0000","0.0000","7.3945","-139.2446","0.0000","138.8573","8.3000","0.1500","10000.0000","35.39472780","140.08812684","1465.8101","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.150","0.0837","12","0.0000","0.0000","4.6933","-155.9227","0.0000","138.8573","8.3000","0.1500","10000.0000","35.39472780","140.08812684","1500.7228","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.200","0.0853","12","0.0000","0.0000","-13.9423","-90.9998","0.0000","138.8478","8.3000","0.1335","10000.0000","35.39472786","140.08812685","1479.4357","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.250","0.2218","12","0.0000","0.0000","-7.2309","-86.8213","0.0000","138.8403","8.3000","0.1308","10000.0000","35.39472781","140.08812670","1457.7200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.300","0.1099","12","0.0000","0.0000","11.5732","-135.5570","0.0000","138.8546","8.3000","0.1433","10000.0000","35.39472782","140.08812671","1425.7200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.350","0.1018","12","0.0000","0.0000","0.3415","-43.6248","0.0000","138.8445","8.3000","0.1500","10000.0000","35.39472788","140.08812678","1395.3600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.400","0.1117","12","0.0000","0.0000","-14.6509","47.0136","0.0000","138.8253","8.3000","0.1500","10000.0000","35.39472791","140.08812679","1404.3600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.450","0.2549","12","0.0000","0.0000","-6.7045","41.1571","0.0000","138.8171","8.3000","0.1500","10000.0000","35.39472795","140.08812688","1412.2400","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.500","0.1841","12","0.0000","0.0000","-7.8484","44.9704","0.0000","138.8169","8.3000","0.1532","10000.0000","35.39472798","140.08812686","1393.2400","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.550","0.1322","12","0.0000","0.0000","-13.0453","38.3237","0.0000","138.8199","8.2425","0.1542","10000.0000","35.39472798","140.08812680","1377.6200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.600","0.1654","12","0.0000","0.0000","-0.1326","60.6312","0.0000","138.8322","8.2000","0.1417","10000.0000","35.39472794","140.08812685","1443.1200","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.650","0.2819","12","0.0000","0.0000","3.0280","40.1498","0.0000","138.8401","8.2000","0.1500","10000.0000","35.39472802","140.08812687","1506.6801","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.700","0.2431","12","0.0000","0.0000","4.7729","23.9015","0.0000","138.8383","8.2000","0.1532","10000.0000","35.39472807","140.08812687","1523.6801","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.750","0.1583","12","0.0000","0.0000","-8.2228","84.2501","0.0000","138.8278","8.2000","0.1427","10000.0000","35.39472808","140.08812688","1538.4399","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.800","0.0638","12","0.0000","0.0000","-45.0405","120.4226","0.0000","138.8185","8.2000","0.1300","10000.0000","35.39472805","140.08812695","1499.4399","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.850","0.0371","12","0.0000","0.0000","-32.4283","173.4715","0.0000","138.8122","8.2000","0.1308","10000.0000","35.39472809","140.08812689","1463.7030","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.900","0.0766","12","0.0000","0.0000","5.3220","55.9019","0.0000","138.8229","8.2000","0.1433","10000.0000","35.39472802","140.08812688","1506.2772","0.0000","0.0000","0.0000","-0.0001","1.0000"
"132.950","0.1828","12","0.0000","0.0000","5.2942","23.4195","0.0000","138.8232","8.2000","0.1558","10000.0000","35.39472808","140.08812693","1547.2600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.000","0.1873","12","0.0000","0.0000","-1.4376","82.6465","0.0000","138.8186","8.2000","0.1435","10000.0000","35.39472807","140.08812696","1510.2600","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.050","0.3138","12","0.0000","0.0000","3.3624","46.7676","0.0000","138.8234","8.2000","0.1600","10000.0000","35.39472813","140.08812696","1474.2100","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.100","0.2613","12","0.0000","0.0000","7.6268","21.5669","0.0000","138.8273","8.2000","0.1600","10000.0000","35.39472814","140.08812699","1484.7100","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.150","0.3152","12","0.0000","0.0000","13.0946","19.3559","0.0000","138.8388","8.2000","0.1600","10000.0000","35.39472820","140.08812703","1494.5300","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.200","0.1695","12","0.0000","0.0000","-2.8406","35.5439","0.0000","138.8222","8.2000","0.1600","10000.0000","35.39472817","140.08812705","1471.0300","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.250","0.0834","12","0.0000","0.0000","-10.6737","32.4492","0.0000","138.8065","8.2000","0.1593","10000.0000","35.39472813","140.08812697","1447.4100","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.300","0.0923","12","0.0000","0.0000","14.5088","-116.4831","0.0000","138.8114","8.2000","0.1500","10000.0000","35.39472810","140.08812689","1417.9100","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.350","0.0899","12","0.0000","0.0000","17.8660","-61.3395","0.0000","138.8147","8.2000","0.1500","10000.0000","35.39472814","140.08812689","1390.3500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.400","0.0891","12","0.0000","0.0000","12.7375","-17.8609","0.0000","138.8124","8.2000","0.1500","10000.0000","35.39472811","140.08812689","1457.8500","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.450","0.1261","12","0.0000","0.0000","-3.3772","90.6346","0.0000","138.8065","8.2000","0.1392","10000.0000","35.39472813","140.08812697","1523.2900","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.500","0.0543","12","0.0000","0.0000","11.7940","96.5346","0.0000","138.8076","8.1675","0.1398","10000.0000","35.39472812","140.08812690","1487.7900","0.0000","0.0000","0.0000","-0.0001","1.0000"
"133.550","0.0207","12","0.0000","0.0000","-22.2544","-31.7972","0.0000","138.7966","8.1000","0.1427","10000.0000","35.39472813","140.08812691","1453.1188","0.0000","0.0000","0.0000","-0.0001","1.0000"
